🕘️更新时间,#genre#
大湾区卫视,http://121.37.185.74:18180/TV00000000000000000028@HHZT
大湾区卫视,http://117.141.162.238:8181/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
广东体育,http://117.141.162.238:8181/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://satellitepull.cnr.cn/live/wxszws/playlist.m3u8
深圳卫视,http://117.174.25.254:8188/rtp/239.0.0.71:5140
深圳卫视,http://111.113.89.235:2000/rtp/239.121.5.174:8020
深圳卫视,http://116.234.46.145:4022/rtp/239.45.3.231:5140
深圳卫视,http://58.32.33.197:4022/rtp/239.45.3.231:5140
深圳卫视,http://chiceren.myds.me:58888/rtp/239.254.200.50:8020
深圳卫视,http://121.29.169.55:8888/rtp/239.253.92.86:8017
深圳卫视,http://218.1.179.19:8701/rtp/239.45.3.231:5140
深圳卫视,http://61.145.188.90:50005/rtp/239.77.0.92:5146
深圳卫视,http://27.18.157.237:18088/rtp/239.254.96.137:8896
深圳卫视,http://joyznm.i234.me:20000/udp/239.3.1.134:8020
深圳卫视,http://314644.xyz:17777/rtp/239.49.8.15:9430
深圳卫视,http://home.hiant.cfd:9999/rtp/233.50.201.101:5140
深圳卫视,http://314644.xyz:19999/rtp/239.49.8.15:9430
深圳卫视,http://121.29.169.55:7777/rtp/239.253.92.86:8017
金鹰纪实,http://180.213.170.24:8188/rtp/239.5.1.23:5000
金鹰纪实,http://117.174.25.254:8188/rtp/239.0.0.69:5140
金鹰纪实,http://121.29.169.55:8888/rtp/239.253.92.103:6054
金鹰纪实,http://chiceren.myds.me:58888/rtp/239.254.200.189:6293
金鹰纪实,http://58.32.33.197:4022/rtp/239.45.1.45:5140
金鹰纪实,http://27.19.29.186:999/rtp/239.69.1.109:10292
金鹰纪实,http://218.1.179.19:8701/rtp/239.45.1.45:5140
金鹰纪实,http://111.127.157.142:51234/rtp/239.29.0.92:5000
金鹰纪实,http://121.29.169.55:7777/rtp/239.253.92.103:6054
金鹰纪实,http://27.18.157.237:18088/rtp/239.69.1.109:10292
金鹰纪实,http://111.113.89.235:2000/rtp/239.121.4.167:8986
金鹰纪实,http://110.180.148.5:8933/rtp/239.1.1.63:8063
金鹰纪实,http://180.165.4.254:7088/rtp/239.45.1.45:5140
金鹰纪实,http://180.165.27.52:8686/rtp/239.45.1.45:5140
金鹰纪实,http://wg.mxmy.net:8888/rtp/239.3.1.58:8156

🥎┃移动央卫,#genre#
CCTV1,rtmp://weishi.hyuui.top/weishi/1234_cctv1A
CCTV1,http://154.40.47.19:668/gy/gy_a8b8/LLPZBGPT_OLaWb.php?id=山东卫视
CCTV1,http://mg.hmysapp.cn:177/ckmg/zb.php?id=cctv1
CCTV1,http://110.42.37.69:6688/live/live.php?token=zUA1TRLJ9Q&id=cctv1&zy.m3u8
CCTV1,http://58.32.33.197:4022/rtp/239.45.3.145:5140
CCTV1,http://home.hiant.cfd:9999/rtp/233.50.201.222:5140
CCTV1,http://117.174.25.254:8188/rtp/239.0.0.10:5140
CCTV1,http://123.130.148.116:8888/rtp/239.253.248.77:8000
CCTV1,http://chiceren.myds.me:58888/rtp/239.254.200.45:8008
CCTV1,http://cq7.xeace.top:20002/rtp/235.254.198.51:1480
CCTV1,http://121.29.169.55:8888/rtp/239.253.92.83:8012
CCTV1,http://111.127.157.142:51234/rtp/239.29.0.113:5000
CCTV1,http://61.145.188.90:50005/rtp/239.77.1.144:5146
CCTV1,http://121.29.169.55:7777/rtp/239.253.92.83:8012
CCTV1,http://27.18.157.237:18088/rtp/239.254.96.96:8550
CCTV2,rtmp://weishi.hyuui.top/weishi/1234_cctv2
CCTV2,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221225923/index.m3u8#https://mursor.ottiptv.cc/bst/cctv2hd8m@8000000.m3u8#http://39.135.133.177/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8#http://120.196.232.124:8088/000000001001PLTV/651/224/3221227600/1.m3u8?HlsProfileId=#http://148.135.93.213:81/live.php?id=CCTV2#http://148.135.93.213/live.php?id=CCTV2
CCTV2,http://mg.hmysapp.cn:177/ckmg/zb.php?id=cctv2
CCTV2,http://121.29.169.55:7777/rtp/239.253.92.190:6065
CCTV2,http://43.152.25.217:80/tencent.live.cbncdn.cn/__cl/cg:live/__c/cctv2HD/__op/default/__f/index.m3u8
CCTV2,http://180.213.170.24:8188/rtp/239.5.1.5:5000
CCTV2,http://218.1.179.19:8701/rtp/239.45.1.109:5140
CCTV2,http://117.174.25.254:8188/rtp/239.0.0.11:5140
CCTV2,http://chiceren.myds.me:58888/rtp/239.254.200.158:6000
CCTV2,http://121.29.169.55:8888/rtp/239.253.92.190:6065
CCTV2,http://cq7.xeace.top:20002/rtp/235.254.198.52:1484
CCTV2,http://27.19.29.186:999/rtp/239.69.1.102:10250
CCTV2,http://home.hiant.cfd:9999/rtp/233.50.201.119:5140
CCTV2,http://314644.xyz:19999/rtp/239.49.8.50:9802
CCTV2,http://110.180.148.5:8933/rtp/239.1.1.8:8008
CCTV3,rtmp://weishi.hyuui.top/weishi/1234_cctv3
CCTV3,http://mg.hmysapp.cn:177/ckmg/zb.php?id=cctv3
CCTV3,http://180.213.170.24:8188/rtp/239.5.1.101:5000
CCTV3,http://58.32.33.197:4022/rtp/239.45.1.68:5140
CCTV3,http://121.29.169.55:7777/rtp/239.253.92.191:6057
CCTV3,http://43.152.25.217:80/tencent.live.cbncdn.cn/__cl/cg:live/__c/cctv3HD/__op/default/__f/index.m3u8
CCTV3,http://117.174.25.254:8188/rtp/239.0.0.12:5140
CCTV3,http://home.hiant.cfd:9999/rtp/233.50.201.196:5140
CCTV3,http://chiceren.myds.me:58888/rtp/239.254.201.152:7205
CCTV3,http://121.29.169.55:8888/rtp/239.253.92.191:6057
CCTV3,http://123.145.55.47:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://cq7.xeace.top:20002/rtp/235.254.198.53:1488
CCTV3,http://123.174.106.183:8888/rtp/239.1.1.9:8009
CCTV3,http://314644.xyz:19999/rtp/239.49.8.74:8000
CCTV3,http://27.18.157.237:18088/rtp/239.69.1.122:10370
CCTV4,http://110.42.37.69:6688/live/live.php?token=zUA1TRLJ9Q&id=cctv4&zy.m3u8
CCTV4,http://mg.hmysapp.cn:177/ckmg/zb.php?id=cctv4
CCTV4,http://mg.hmysapp.cn:177/ckmg/zb.php?id=cctv4m
CCTV4,http://43.152.25.217:80/tencent.live.cbncdn.cn/__cl/cg:live/__c/cctv4HD/__op/default/__f/index.m3u8
CCTV4,http://cq7.xeace.top:20002/rtp/235.254.198.183:7980
CCTV4,http://218.1.179.19:8701/rtp/239.45.0.2:5140
CCTV4,http://110.180.148.5:8933/rtp/239.1.1.10:8010
CCTV4,http://58.32.33.197:4022/rtp/239.45.0.2:5140
CCTV4,http://121.29.169.55:8888/rtp/239.253.92.251:6141
CCTV4,http://123.130.148.116:8888/rtp/239.253.248.111:8000
CCTV4,http://121.29.169.55:7777/rtp/239.253.92.251:6141
CCTV4,http://171.107.72.140:4000/udp/239.81.0.96:4056
CCTV4,http://27.19.29.186:999/rtp/239.69.1.138:10466
CCTV4,http://27.18.157.237:18088/rtp/239.69.1.138:10466
CCTV4,http://314644.xyz:19999/rtp/239.49.8.51:9806
CCTV5,http://121.29.169.55:8888/rtp/239.253.92.181:6046
CCTV5,http://180.213.170.24:8188/rtp/239.5.1.102:5000
CCTV5,http://mg.hmysapp.cn:177/ckmg/zb.php?id=cctv5
CCTV5,http://43.152.25.217:80/tencent.live.cbncdn.cn/__cl/cg:live/__c/cctv5HD/__op/default/__f/index.m3u8
CCTV5,http://123.145.55.47:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://home.hiant.cfd:9999/rtp/233.50.201.197:5140
CCTV5,http://router.870503.xyz:18885/rtp/239.45.1.69:5140
CCTV5,http://218.81.49.40:10010/rtp/239.45.1.69:5140
CCTV5,http://183.47.2.156:16883/rtp/239.253.43.121:5146
CCTV5,http://58.32.33.197:4022/rtp/239.45.1.69:5140
CCTV5,http://314644.xyz:19999/rtp/239.49.8.75:8000
CCTV5,https://ldcctvwbcdtxy.liveplay.myqcloud.com/ldcctvwbcd/cdrmldcctv5plus_1/index.m3u8
CCTV5,http://121.29.169.55:7777/rtp/239.253.92.181:6046
CCTV5,http://171.107.72.140:4000/udp/239.81.0.232:4056
CCTV5,http://111.113.89.235:2000/rtp/239.121.4.140:8852
CCTV5+,rtmp://weishi.hyuui.top/weishi/1234_cctv5A
CCTV5+,http://mg.hmysapp.cn:177/ckmg/zb.php?id=cctv5p
CCTV5+,http://43.152.25.217:80/tencent.live.cbncdn.cn/__cl/cg:live/__c/cctv5SportHD/__op/default/__f/index.m3u8
CCTV5+,http://121.29.169.55:7777/rtp/239.253.92.82:8013
CCTV5+,http://183.47.2.156:16883/rtp/239.77.1.31:5146
CCTV5+,http://180.213.170.24:8188/rtp/239.5.1.7:5000
CCTV5+,http://home.hiant.cfd:9999/rtp/233.50.201.220:5140
CCTV5+,http://chiceren.myds.me:58888/rtp/239.254.200.46:8004
CCTV5+,http://27.18.157.237:18088/rtp/239.254.96.234:9484
CCTV5+,http://106.45.2.223:4000/rtp/239.121.4.140:8852
CCTV5+,http://117.174.25.254:8188/rtp/239.0.0.22:5140
CCTV5+,http://121.29.169.55:8888/rtp/239.253.92.82:8013
CCTV5+,http://314644.xyz:17777/rtp/239.49.8.18:9610
CCTV5+,http://221.10.226.195:5000/rtp/239.0.0.22:5140
CCTV5+,http://314644.xyz:19999/rtp/239.49.8.18:9610
CCTV6,rtmp://weishi.hyuui.top/weishi/1234_cctv6
CCTV6,http://mg.hmysapp.cn:177/ckmg/zb.php?id=cctv6
CCTV6,https://zby.130519.xyz/PLTV/11/224/3221225741/index.m3u8
CCTV6,http://121.29.169.55:7777/rtp/239.253.92.193:6058
CCTV6,http://180.213.170.24:8188/rtp/239.5.1.103:5000
CCTV6,http://home.hiant.cfd:9999/rtp/233.50.201.198:5140
CCTV6,http://43.152.25.217:80/tencent.live.cbncdn.cn/__cl/cg:live/__c/cctv6HD/__op/default/__f/index.m3u8
CCTV6,http://123.145.55.47:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://218.1.179.19:8701/rtp/239.45.1.70:5140
CCTV6,http://cq7.xeace.top:20002/rtp/235.254.198.55:1496
CCTV6,http://27.18.157.237:18088/rtp/239.69.1.124:10382
CCTV6,http://314644.xyz:17777/rtp/239.49.8.76:8000
CCTV6,http://121.29.169.55:8888/rtp/239.253.92.193:6058
CCTV6,http://chiceren.myds.me:58888/rtp/239.254.201.154:7207
CCTV6,http://110.180.148.5:8933/rtp/239.1.1.13:8013
CCTV7,rtmp://weishi.hyuui.top/weishi/1234_cctv7
CCTV7,http://mg.hmysapp.cn:177/ckmg/zb.php?id=cctv7
CCTV7,http://121.29.169.55:7777/rtp/239.253.92.194:6059
CCTV7,http://218.81.49.40:10010/rtp/239.45.3.56:5140
CCTV7,http://221.10.226.195:5000/rtp/239.0.0.16:5140
CCTV7,http://home.hiant.cfd:9999/rtp/233.50.201.120:5140
CCTV7,http://121.29.169.55:8888/rtp/239.253.92.194:6059
CCTV7,http://27.18.157.237:18088/rtp/239.69.1.103:10256
CCTV7,http://chiceren.myds.me:58888/rtp/239.254.200.159:6000
CCTV7,http://43.152.25.217:80/tencent.live.cbncdn.cn/__cl/cg:live/__c/cctv7HD/__op/default/__f/index.m3u8
CCTV7,http://117.174.25.254:8188/rtp/239.0.0.16:5140
CCTV7,http://113.120.46.204:8123/udp/239.21.1.152:5002
CCTV7,http://58.32.33.197:4022/rtp/239.45.3.56:5140
CCTV7,http://180.165.4.254:7088/rtp/239.45.3.56:5140
CCTV7,http://www.520345.xyz:8188/rtp/239.69.1.103:10256
CCTV8,rtmp://weishi.hyuui.top/weishi/1234_cctv8
CCTV8,http://mg.hmysapp.cn:177/ckmg/zb.php?id=cctv8
CCTV8,http://121.29.169.55:7777/rtp/239.253.92.195:6060
CCTV8,http://180.213.170.24:8188/rtp/239.5.1.104:5000
CCTV8,http://218.1.179.19:8701/rtp/239.45.1.71:5140
CCTV8,http://home.hiant.cfd:9999/rtp/233.50.201.199:5140
CCTV8,http://123.145.55.47:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://43.152.25.217:80/tencent.live.cbncdn.cn/__cl/cg:live/__c/cctv8HD/__op/default/__f/index.m3u8
CCTV8,http://cq7.xeace.top:20002/rtp/235.254.198.57:1504
CCTV8,http://121.29.169.55:8888/rtp/239.253.92.195:6060
CCTV8,http://61.145.188.90:50005/rtp/239.77.0.172:5146
CCTV8,http://27.18.157.237:18088/rtp/239.69.1.125:10388
CCTV8,http://111.113.89.235:2000/rtp/239.121.5.30:5520
CCTV8,http://314644.xyz:19999/rtp/239.49.8.77:8000
CCTV8,http://171.107.72.140:4000/udp/239.81.0.234:4056
CCTV9,http://mg.hmysapp.cn:177/ckmg/zb.php?id=cctv9
CCTV9,http://121.29.169.55:8888/rtp/239.253.92.107:6020
CCTV9,http://180.213.170.24:8188/rtp/239.5.1.9:5000
CCTV9,http://61.145.188.90:50005/rtp/239.77.1.160:5146
CCTV9,http://218.81.49.40:10010/rtp/239.45.3.4:5140
CCTV9,http://117.174.25.254:8188/rtp/239.0.0.18:5140
CCTV9,http://171.107.72.140:4000/udp/239.81.0.117:4056
CCTV9,http://218.1.179.19:8701/rtp/239.45.3.4:5140
CCTV9,http://home.hiant.cfd:9999/rtp/233.50.201.121:5140
CCTV9,http://123.145.55.47:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://121.29.169.55:7777/rtp/239.253.92.107:6020
CCTV9,http://114.222.251.115:4023/rtp/239.49.8.53:9814
CCTV9,http://61.145.188.90:50005/rtp/239.77.0.135:5146
CCTV9,http://58.32.33.197:4022/rtp/239.45.3.4:5140
CCTV9,http://114.222.251.120:4023/rtp/239.49.8.53:9814
CCTV10,rtmp://weishi.hyuui.top/weishi/1234_cctv10
CCTV10,http://154.40.47.19:668/gy/gy_a8b8/LLPZBGPT_5e0X7.php?id=CCTV10
CCTV10,http://154.40.47.19:668/gy/gy_a8b8/LLPZBGPT_OLaWb.php?id=CCTV10
CCTV10,http://mg.hmysapp.cn:177/ckmg/zb.php?id=cctv10
CCTV10,http://43.152.25.217:80/tencent.live.cbncdn.cn/__cl/cg:live/__c/cctv10HD/__op/default/__f/index.m3u8
CCTV10,http://180.213.170.24:8188/rtp/239.5.1.10:5000
CCTV10,http://router.870503.xyz:18885/rtp/239.45.3.8:5140
CCTV10,http://117.174.25.254:8188/rtp/239.0.0.19:5140
CCTV10,http://218.1.179.19:8701/rtp/239.45.3.8:5140
CCTV10,http://121.29.169.55:7777/rtp/239.253.92.196:6061
CCTV10,http://home.hiant.cfd:9999/rtp/233.50.201.122:5140
CCTV10,http://111.113.89.235:2000/rtp/239.121.4.158:8932
CCTV10,http://111.113.89.235:2000/rtp/239.121.5.187:8116
CCTV10,http://27.19.29.186:999/rtp/239.69.1.105:10268
CCTV10,http://61.145.188.90:50005/rtp/239.77.1.25:5146
CCTV11,rtmp://weishi.hyuui.top/weishi/1234_cctv11
CCTV11,http://mg.hmysapp.cn:177/ckmg/zb.php?id=cctv11
CCTV11,http://180.213.170.24:8188/rtp/239.5.1.137:5000
CCTV11,http://117.174.25.254:8188/rtp/239.0.0.187:5140
CCTV11,http://27.18.157.237:18088/rtp/239.69.1.154:10560
CCTV11,http://43.152.25.217:80/tencent.live.cbncdn.cn/__cl/cg:live/__c/cctv11HD/__op/default/__f/index.m3u8
CCTV11,http://123.130.148.116:8888/rtp/239.253.248.12:8000
CCTV11,http://121.29.169.55:8888/rtp/239.253.93.153:6321
CCTV11,http://27.19.29.186:999/rtp/239.69.1.154:10560
CCTV11,http://171.107.72.140:4000/udp/239.81.0.229:4056
CCTV11,http://113.120.46.204:8123/udp/239.21.2.2:5002
CCTV11,http://111.113.89.235:2000/rtp/239.121.5.163:8120
CCTV11,http://chiceren.myds.me:58888/rtp/239.254.201.123:8120
CCTV11,http://121.29.169.55:7777/rtp/239.253.93.153:6321
CCTV11,http://111.127.157.142:51234/rtp/239.29.0.205:5000
CCTV12,rtmp://weishi.hyuui.top/weishi/1234_cctv12
CCTV12,http://154.40.47.19:668/gy/gy_a8b8/LLPZBGPT_5e0X7.php?id=CCTV12
CCTV12,http://154.40.47.19:668/gy/gy_a8b8/LLPZBGPT_OLaWb.php?id=CCTV12
CCTV12,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221225816/index.m3u8#http://120.196.232.124:8088/000000001001PLTV/651/224/3221227560/1.m3u8?HlsProfileId=#http://120.196.232.124:8088/000000001001PLTV/651/224/3221227562/1.m3u8?HlsProfileId=#http://39.135.135.11/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8#https://mursor.ottiptv.cc/bst/cctv12hd4m@4000000.m3u8#http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8#http://118.89.87.74:88/live.php?id=CCTV12#http://148.135.93.213:81/live.php?id=CCTV12
CCTV12,http://mg.hmysapp.cn:177/ckmg/zb.php?id=cctv12
CCTV12,http://43.152.25.217:80/tencent.live.cbncdn.cn/__cl/cg:live/__c/cctv12HD/__op/default/__f/index.m3u8
CCTV12,http://121.29.169.55:8888/rtp/239.253.92.197:6062
CCTV12,http://121.29.169.55:7777/rtp/239.253.92.197:6062
CCTV12,http://home.hiant.cfd:9999/rtp/233.50.201.123:5140
CCTV12,http://183.47.2.156:16883/rtp/239.77.1.109:5146
CCTV12,http://218.81.49.40:10010/rtp/239.45.3.10:5140
CCTV12,http://117.174.25.254:8188/rtp/239.0.0.20:5140
CCTV12,http://110.180.148.5:8933/rtp/239.1.1.19:8019
CCTV12,http://314644.xyz:17777/rtp/239.49.8.55:9822
CCTV12,http://111.127.157.142:51234/rtp/239.29.0.120:5000
CCTV13,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221225817/index.m3u8#https://mursor.ottiptv.cc/bst/cctv13hd4m@4000000.m3u8#http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8#http://120.196.232.124:8088/000000001001PLTV/651/224/3221227598/1.m3u8?HlsProfileId=#http://39.135.135.59/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226011/index.m3u8#http://148.135.93.213:81/live.php?id=CCTV13#http://148.135.93.213/live.php?id=CCTV13
CCTV13,http://mg.hmysapp.cn:177/ckmg/zb.php?id=cctv13
CCTV13,http://home.hiant.cfd:9999/rtp/233.50.201.246:5140
CCTV13,http://183.47.2.156:16883/rtp/239.77.1.26:5146
CCTV13,http://111.113.89.235:2000/rtp/239.121.4.13:8028
CCTV13,http://27.19.29.186:999/rtp/239.254.96.161:9040
CCTV13,http://27.18.157.237:18088/rtp/239.254.96.161:9040
CCTV13,http://221.10.226.195:5000/rtp/239.0.0.190:5140
CCTV13,http://106.45.2.223:4000/rtp/239.121.4.13:8028
CCTV13,http://121.29.169.55:8888/rtp/239.253.92.13:8008
CCTV13,http://121.29.169.55:7777/rtp/239.253.92.13:8008
CCTV13,http://111.127.157.142:51234/rtp/239.29.1.123:5000
CCTV13,http://123.130.148.116:8888/rtp/239.253.248.14:8000
CCTV13,http://123.174.106.183:8888/rtp/239.1.1.20:8020
CCTV13,http://171.107.72.140:4000/udp/239.81.0.206:4056
CCTV14,http://154.40.47.19:668/gy/gy_a8b8/LLPZBGPT_5e0X7.php?id=CCTV14
CCTV14,http://154.40.47.19:668/gy/gy_a8b8/LLPZBGPT_OLaWb.php?id=CCTV14
CCTV14,http://mg.hmysapp.cn:177/ckmg/zb.php?id=cctv14
CCTV14,http://43.152.25.217:80/tencent.live.cbncdn.cn/__cl/cg:live/__c/cctvseHD/__op/default/__f/index.m3u8
CCTV14,http://180.213.170.24:8188/rtp/239.5.1.12:5000
CCTV14,http://61.145.188.90:50005/rtp/239.77.1.161:5146
CCTV14,http://218.81.49.40:10010/rtp/239.45.3.23:5140
CCTV14,http://183.47.2.156:16883/rtp/239.77.0.133:5146
CCTV14,http://111.113.89.235:2000/rtp/239.121.4.160:8944
CCTV14,http://27.19.29.186:999/rtp/239.69.1.107:10280
CCTV14,http://218.1.179.19:8701/rtp/239.45.3.23:5140
CCTV14,http://27.18.157.237:18088/rtp/239.69.1.107:10280
CCTV14,http://123.174.106.183:8888/rtp/239.1.1.21:8021
CCTV14,http://home.hiant.cfd:9999/rtp/233.50.201.124:5140
CCTV14,http://221.10.226.195:5000/rtp/239.0.0.21:5140
CCTV15,rtmp://weishi.hyuui.top/weishi/1234_cctv15
CCTV15,http://fjcm-2117.live.iptv.darwinchow.com/PLTV/88888888/224/3221225818/index.m3u8#http://120.196.232.124:8088/000000001001PLTV/651/224/3221227593/1.m3u8?HlsProfileId=#http://148.135.93.213:81/live.php?id=CCTV15#http://148.135.93.213/live.php?id=CCTV15
CCTV15,http://mg.hmysapp.cn:177/ckmg/zb.php?id=cctv15
CCTV15,http://171.107.72.140:4000/udp/239.81.0.230:4056
CCTV15,http://180.213.170.24:8188/rtp/239.5.1.139:5000
CCTV15,http://27.18.157.237:18088/rtp/239.69.1.155:10566
CCTV15,http://61.145.188.90:50005/rtp/239.77.1.239:5146
CCTV15,http://121.29.169.55:7777/rtp/239.253.93.154:6322
CCTV15,http://123.130.148.116:8888/rtp/239.253.248.16:8000
CCTV15,http://117.174.25.254:8188/rtp/239.0.0.188:5140
CCTV15,http://chiceren.myds.me:58888/rtp/239.254.201.124:8136
CCTV15,http://106.45.2.223:4000/rtp/239.121.4.202:9208
CCTV15,http://111.127.157.142:51234/rtp/239.29.0.206:5000
CCTV15,http://43.152.25.217:80/tencent.live.cbncdn.cn/__cl/cg:live/__c/cctv15HD/__op/default/__f/index.m3u8
CCTV15,http://121.29.169.55:8888/rtp/239.253.93.154:6322
CCTV16,http://154.40.47.19:668/gy/gy_a8b8/LLPZBGPT_OLaWb.php?id=CCTV16
CCTV16,http://154.40.47.19:668/gy/gy_a8b8/LLPZBGPT_5e0X7.php?id=CCTV16
CCTV16,http://fjcm-2117.live.iptv.darwinchow.com/PLTV/88888888/224/3221227162/index.m3u8#http://120.196.232.124:8088/000000001001PLTV/651/224/3221227840/1.m3u8?HlsProfileId=#http://118.89.87.74:88/live.php?id=CCTV16#http://148.135.93.213:81/live.php?id=CCTV16
CCTV16,http://fjcm-2117.live.iptv.darwinchow.com/PLTV/88888888/224/3221227125/index.m3u8#http://120.196.232.124:8088/000000001001PLTV/651/224/3221227840/1.m3u8?HlsProfileId=#http://118.89.87.74:88/live.php?id=CCTV16#http://148.135.93.213:81/live.php?id=CCTV16
CCTV16,http://home.hiant.cfd:9999/rtp/233.50.201.63:5140
CCTV16,http://home.hiant.cfd:9999/rtp/233.50.201.192:5140
CCTV16,http://180.213.170.24:8188/rtp/239.5.1.146:5000
CCTV16,http://183.47.2.156:16883/rtp/239.77.1.76:5146
CCTV16,http://43.152.25.217:80/tencent.live.cbncdn.cn/__cl/cg:live/__c/cctv16HD/__op/default/__f/index.m3u8
CCTV16,http://314644.xyz:17777/rtp/239.49.8.31:8000
CCTV16,http://314644.xyz:19999/rtp/239.49.8.31:8000
CCTV16,http://27.18.157.237:18088/rtp/239.69.1.247:11124
CCTV16,http://43.152.25.217:80/tencent.live.cbncdn.cn/__cl/cg:live/__c/CCTV16_4K/__op/default/__f/index.m3u8
CCTV16,http://111.113.89.235:2000/rtp/239.121.5.7:5520
CCTV16,http://111.127.157.142:51234/rtp/239.29.1.146:5000
湖南卫视,http://satellitepull.cnr.cn/live/wx32hunws/playlist.m3u8
湖南卫视,http://smart.cityq.xyz:8278/hunan_twn/playlist.m3u8?tid=MC9C7618917276189172&ct=19226&tsum=2610487b0e9424def632889b293c0e9e
湖南卫视,http://61.145.188.90:50005/rtp/239.77.1.29:5146
湖南卫视,http://61.145.188.90:50005/rtp/239.77.0.88:5146
湖南卫视,http://27.19.29.186:999/rtp/239.254.96.139:8908
湖南卫视,http://cq7.xeace.top:20002/rtp/235.254.198.62:1524
湖南卫视,http://218.1.179.19:8701/rtp/239.45.3.228:5140
湖南卫视,http://218.1.179.19:8701/rtp/239.45.3.233:5140
湖南卫视,http://106.45.2.223:4000/rtp/239.121.4.114:8666
湖南卫视,http://124.116.170.138:8081/rtp/239.112.205.62:5140
湖南卫视,http://nas.tuyuannet.cn:8800/rtp/239.37.0.038:5540
湖南卫视,http://www.li0580.top:4022/udp/233.50.201.103:5140
湖南卫视,http://123.174.106.183:8888/rtp/239.1.1.28:8028
湖南卫视,http://314644.xyz:17777/rtp/239.49.8.12:9418
湖南卫视,http://314644.xyz:19999/rtp/239.49.8.12:9418
浙江卫视,http://home.hiant.cfd:9999/rtp/233.50.200.231:5140
浙江卫视,http://180.213.170.24:8188/rtp/239.5.1.14:5000
浙江卫视,http://home.hiant.cfd:9999/rtp/233.50.201.100:5140
浙江卫视,http://117.174.25.254:8188/rtp/239.0.0.61:5140
浙江卫视,http://171.107.72.140:4000/udp/239.81.0.108:4056
浙江卫视,http://183.47.2.156:16883/rtp/239.77.0.89:5146
浙江卫视,http://121.29.169.55:7777/rtp/239.253.92.90:8020
浙江卫视,http://cq7.xeace.top:20002/rtp/235.254.198.63:1528
浙江卫视,http://58.32.33.197:4022/rtp/239.45.3.178:5140
浙江卫视,http://314644.xyz:17777/rtp/239.49.8.20:9618
浙江卫视,http://111.113.89.235:2000/rtp/239.121.5.177:8036
